Key,Context,Variables,en,es,fr,pt,de,af,zu,st
"pwa_install.page_title","pwa_install","","Install EduDash Pro","","","","","","",""
"pwa_install.install_app","pwa_install","","Install App","","","","","","",""
"pwa_install.or","pwa_install","","or","","","","","","",""
"pwa_install.open_app","pwa_install","","Open App","","","","","","",""
"pwa_install.loading","pwa_install","","Loading...","","","","","","",""
"pwa_install.fallback_warning","pwa_install","","If automatic detection fails, use the deep link:","","","","","","",""
"pwa_install.deep_link_label","pwa_install","","Open edudashpro://","","","","","","",""
"pwa_install.android.title","pwa_install","","Install EduDash Pro","","","","","","",""
"pwa_install.android.description","pwa_install","","For the best experience, install EduDash Pro on your home screen.","","","","","","",""
"pwa_install.android.install_button","pwa_install","","Install App","","","","","","",""
"pwa_install.android.installing","pwa_install","","Installing...","","","","","","",""
"pwa_install.ios.title","pwa_install","","Install EduDash Pro on iOS","","","","","","",""
"pwa_install.ios.description","pwa_install","","Install the app for quick access and a better experience.","","","","","","",""
"pwa_install.ios.step_1","pwa_install","","1. Tap the Share button","","","","","","",""
"pwa_install.ios.step_1_icon","pwa_install","","⬆️","","","","","","",""
"pwa_install.ios.step_2","pwa_install","","2. Scroll and tap ""Add to Home Screen""","","","","","","",""
"pwa_install.ios.step_2_icon","pwa_install","","➕","","","","","","",""
"pwa_install.ios.step_3","pwa_install","","3. Tap ""Add"" in the top right","","","","","","",""
"pwa_install.ios.step_3_icon","pwa_install","","✅","","","","","","",""
"pwa_install.ios.note","pwa_install","","Note: The Share button is in Safari's toolbar (bottom or top).","","","","","","",""
"pwa_install.standalone.title","pwa_install","","Already Installed","","","","","","",""
"pwa_install.standalone.description","pwa_install","","EduDash Pro is already installed as an app on this device.","","","","","","",""
"pwa_install.standalone.open_button","pwa_install","","Open App","","","","","","",""
"pwa_install.standalone.redirect_info","pwa_install","","You'll be redirected to the app shortly.","","","","","","",""
"status.processing","status","","Processing...","","","","","","",""
"status.saving","status","","Saving...","","","","","","",""
"status.uploading","status","","Uploading...","","","","","","",""
"status.downloading","status","","Downloading...","","","","","","",""
"status.connecting","status","","Connecting...","","","","","","",""
"status.initializing","status","","Initializing...","","","","","","",""
"apply.screenTitle","apply","","Apply for Job","","","","","","",""
"apply.headerTitle","apply","","Apply for Position","","","","","","",""
"apply.loadingPosting","apply","","Loading job posting...","","","","","","",""
"apply.notFoundTitle","apply","","Job posting not found","","","","","","",""
"apply.notFoundDesc","apply","","This job may have been removed or expired","","","","","","",""
"apply.jobNotAvailableTitle","apply","","Job Not Available","","","","","","",""
"apply.jobNotAvailableDesc","apply","","This job posting is no longer active.","","","","","","",""
"apply.jobExpiredTitle","apply","","Job Expired","","","","","","",""
"apply.jobExpiredDesc","apply","","This job posting has expired.","","","","","","",""
"apply.loadError","apply","","Failed to load job posting","","","","","","",""
"apply.schoolPosition","apply","","School Position","","","","","","",""
"apply.personalInfo","apply","","Personal Information","","","","","","",""
"apply.phoneNumber","apply","","Phone Number","","","","","","",""
"apply.yearsExperience","apply","","Years of Experience","","","","","","",""
"apply.qualificationsTitle","apply","","Qualifications","","","","","","",""
"apply.educationOptionalLabel","apply","","Education & Certifications (Optional)","","","","","","",""
"apply.resumeLabel","apply","","Resume/CV","","","","","","",""
"apply.uploadResumeCta","apply","","Upload Resume/CV","","","","","","",""
"apply.uploadHint","apply","","PDF or Word document, max 50MB","","","","","","",""
"apply.coverLetterOptional","apply","","Cover Letter (Optional)","","","","","","",""
"apply.submitCta","apply","","Submit Application","","","","","","",""
"apply.privacyNotice","apply","","Your information will only be shared with the hiring school. We respect your privacy and comply with POPIA regulations.","","","","","","",""
"apply.fileTooLargeTitle","apply","","File Too Large","","","","","","",""
"apply.fileTooLargeDesc","apply","","Resume must be less than 50MB","","","","","","",""
"apply.invalidFileTypeTitle","apply","","Invalid File Type","","","","","","",""
"apply.invalidFileTypeDesc","apply","","Please upload a PDF or Word document","","","","","","",""
"apply.pickDocumentError","apply","","Failed to pick document","","","","","","",""
"apply.validationErrorTitle","apply","","Validation Error","","","","","","",""
"apply.error.yearsExperienceNumber","apply","","Please enter valid years of experience (number)","","","","","","",""
"apply.error.resumeRequired","apply","","Please upload your resume","","","","","","",""
"apply.submittedTitle","apply","","Application Submitted! 🎉","","","","","","",""
"apply.submittedDesc","apply","","Your application has been received. The school will review your application and contact you if you're shortlisted for an interview.

You will receive a confirmation email shortly.","","","","","","",""
"apply.submitError","apply","","Failed to submit application. Please try again.","","","","","","",""
"apply.placeholder.firstName","apply","","John","","","","","","",""
"apply.placeholder.lastName","apply","","Doe","","","","","","",""
"apply.placeholder.email","apply","","john.doe@example.com","","","","","","",""
"apply.placeholder.phone","apply","","+27 82 123 4567","","","","","","",""
"apply.placeholder.years","apply","","e.g. 3","","","","","","",""
"apply.placeholder.qualificationsText","apply","","e.g. Bachelor's Degree in Early Childhood Education, SACE Registration","","","","","","",""
"apply.placeholder.coverLetterLong","apply","","Tell us why you're interested in this position and what makes you a great fit...","","","","","","",""
"currency.symbol","currency","","R","","","","","","",""
"invite.opening_app","invite","","Opening the app...","","","","","","",""
"invite.open_app_cta","invite","","Open EduDash Pro App","","","","","","",""
"invite.install_google_play","invite","","Install from Google Play","","","","","","",""
"invite.opening_parent_registration","invite","","Opening the app for parent registration...","","","","","","",""
"invite.opening_join_by_code","invite","","Opening the app to join by code...","","","","","","",""
"landing.verifying_email","landing","","Verifying your email...","","","","","","",""
"landing.email_verified","landing","","Email verified. Opening app...","","","","","","",""
"landing.email_verification_failed","landing","","Email verification failed.","","","","","","",""
"demo.header.title","demo","","🚀 EduDash Pro Demo","","","","","","",""
"demo.header.subtitle","demo","","Comprehensive Authentication System - Complete!","","","","","","",""
"demo.sections.project_overview","demo","","📊 Project Overview","","","","","","",""
"demo.sections.interactive_demos","demo","","🎮 Interactive Demos","","","","","","",""
"demo.sections.tap_any_demo","demo","","Tap any demo below to see the components in action!","","","","","","",""
"demo.sections.completed_components","demo","","📦 Completed Components","","","","","","",""
"demo.sections.whats_next","demo","","🎯 What's Next?","","","","","","",""
"demo.stats.complete","demo","","Complete","","","","","","",""
